timestamp, clocks.current.graphics [MHz], clocks.current.memory [MHz], pstate, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], fan.speed [%]
2024/12/17 21:10:22.419, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14431 MiB, 251.65 W, 47 %
2024/12/17 21:10:22.928, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14433 MiB, 253.65 W, 47 %
2024/12/17 21:10:23.433, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14433 MiB, 255.29 W, 47 %
2024/12/17 21:10:23.939, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14424 MiB, 255.74 W, 47 %
2024/12/17 21:10:24.448, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14415 MiB, 255.04 W, 47 %
2024/12/17 21:10:24.955, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14428 MiB, 253.22 W, 47 %
2024/12/17 21:10:25.465, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14429 MiB, 250.33 W, 47 %
2024/12/17 21:10:25.970, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14429 MiB, 250.00 W, 47 %
2024/12/17 21:10:26.479, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14429 MiB, 251.02 W, 47 %
2024/12/17 21:10:26.988, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14422 MiB, 253.64 W, 47 %
2024/12/17 21:10:27.491, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14421 MiB, 253.29 W, 47 %
2024/12/17 21:10:27.998, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14422 MiB, 252.74 W, 47 %
2024/12/17 21:10:28.502, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14418 MiB, 251.66 W, 47 %
2024/12/17 21:10:29.011, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14417 MiB, 252.09 W, 47 %
2024/12/17 21:10:29.515, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 14419 MiB, 242.38 W, 47 %
2024/12/17 21:10:30.060, 2760 MHz, 10251 MHz, P2, 93 %, 35 %, 14404 MiB, 243.43 W, 47 %
2024/12/17 21:10:30.565, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 14402 MiB, 246.34 W, 47 %
2024/12/17 21:10:31.067, 2760 MHz, 10251 MHz, P2, 92 %, 35 %, 14413 MiB, 253.29 W, 47 %
2024/12/17 21:10:31.570, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 14417 MiB, 251.00 W, 47 %
2024/12/17 21:10:32.073, 2760 MHz, 10251 MHz, P2, 93 %, 34 %, 14417 MiB, 250.52 W, 47 %
2024/12/17 21:10:32.575, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 14413 MiB, 252.56 W, 47 %
2024/12/17 21:10:33.081, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14417 MiB, 254.17 W, 47 %
2024/12/17 21:10:33.585, 2760 MHz, 10251 MHz, P2, 95 %, 34 %, 14416 MiB, 254.70 W, 47 %
2024/12/17 21:10:34.088, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14411 MiB, 252.26 W, 47 %
2024/12/17 21:10:34.591, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14411 MiB, 251.67 W, 47 %
2024/12/17 21:10:35.095, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 14423 MiB, 252.41 W, 47 %
2024/12/17 21:10:35.599, 2760 MHz, 10251 MHz, P2, 93 %, 35 %, 14413 MiB, 252.84 W, 47 %
2024/12/17 21:10:36.104, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14397 MiB, 251.05 W, 47 %
2024/12/17 21:10:36.607, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14387 MiB, 251.90 W, 47 %
2024/12/17 21:10:37.115, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14383 MiB, 249.96 W, 47 %
2024/12/17 21:10:37.619, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14383 MiB, 251.20 W, 47 %
2024/12/17 21:10:38.123, 2745 MHz, 10251 MHz, P2, 98 %, 36 %, 14384 MiB, 252.64 W, 47 %
2024/12/17 21:10:38.631, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14384 MiB, 253.32 W, 47 %
2024/12/17 21:10:39.136, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14383 MiB, 252.89 W, 47 %
2024/12/17 21:10:39.645, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14381 MiB, 252.58 W, 47 %
2024/12/17 21:10:40.153, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14380 MiB, 253.19 W, 47 %
2024/12/17 21:10:40.660, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14378 MiB, 254.98 W, 47 %
2024/12/17 21:10:41.163, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14378 MiB, 254.28 W, 47 %
2024/12/17 21:10:41.666, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14381 MiB, 255.00 W, 47 %
2024/12/17 21:10:42.171, 2760 MHz, 10251 MHz, P2, 88 %, 35 %, 14381 MiB, 252.80 W, 47 %
2024/12/17 21:10:42.680, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 14379 MiB, 252.30 W, 47 %
2024/12/17 21:10:43.188, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14380 MiB, 253.99 W, 47 %
2024/12/17 21:10:43.695, 2760 MHz, 10251 MHz, P2, 93 %, 35 %, 14380 MiB, 252.67 W, 47 %
2024/12/17 21:10:44.198, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14382 MiB, 253.90 W, 47 %
2024/12/17 21:10:44.704, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14380 MiB, 253.99 W, 47 %
2024/12/17 21:10:45.215, 2760 MHz, 10251 MHz, P2, 97 %, 35 %, 14364 MiB, 251.85 W, 47 %
2024/12/17 21:10:45.720, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14387 MiB, 252.09 W, 47 %
2024/12/17 21:10:46.224, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14389 MiB, 251.96 W, 47 %
2024/12/17 21:10:46.734, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14407 MiB, 252.73 W, 47 %
2024/12/17 21:10:47.240, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14408 MiB, 251.95 W, 47 %
2024/12/17 21:10:47.749, 2760 MHz, 10251 MHz, P2, 99 %, 39 %, 14410 MiB, 250.75 W, 47 %
2024/12/17 21:10:48.257, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 14409 MiB, 250.92 W, 47 %
2024/12/17 21:10:48.764, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14410 MiB, 251.62 W, 47 %
2024/12/17 21:10:49.271, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14410 MiB, 254.71 W, 47 %
2024/12/17 21:10:49.778, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 14410 MiB, 253.56 W, 47 %
2024/12/17 21:10:50.283, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14410 MiB, 254.42 W, 47 %
2024/12/17 21:10:50.789, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14410 MiB, 255.27 W, 47 %
2024/12/17 21:10:51.301, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14399 MiB, 256.20 W, 47 %
2024/12/17 21:10:51.829, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14399 MiB, 255.57 W, 47 %
2024/12/17 21:10:52.332, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14391 MiB, 254.72 W, 47 %
2024/12/17 21:10:52.835, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14392 MiB, 253.03 W, 47 %
2024/12/17 21:10:53.337, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14389 MiB, 253.39 W, 47 %
2024/12/17 21:10:53.843, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14367 MiB, 253.64 W, 47 %
2024/12/17 21:10:54.350, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14366 MiB, 252.90 W, 47 %
2024/12/17 21:10:54.861, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14366 MiB, 252.85 W, 47 %
2024/12/17 21:10:55.369, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 14384 MiB, 252.49 W, 47 %
2024/12/17 21:10:55.874, 2745 MHz, 10251 MHz, P2, 94 %, 37 %, 14385 MiB, 254.99 W, 47 %
2024/12/17 21:10:56.382, 2760 MHz, 10251 MHz, P2, 90 %, 35 %, 14385 MiB, 255.65 W, 47 %
2024/12/17 21:10:56.886, 2760 MHz, 10251 MHz, P2, 89 %, 35 %, 14375 MiB, 251.16 W, 47 %
2024/12/17 21:10:57.390, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14368 MiB, 249.74 W, 47 %
2024/12/17 21:10:57.896, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14367 MiB, 252.61 W, 47 %
2024/12/17 21:10:58.401, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14377 MiB, 251.08 W, 47 %
2024/12/17 21:10:58.905, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14377 MiB, 251.04 W, 47 %
2024/12/17 21:10:59.415, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14378 MiB, 252.69 W, 47 %
2024/12/17 21:10:59.926, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14378 MiB, 252.76 W, 47 %
2024/12/17 21:11:00.434, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14357 MiB, 256.34 W, 47 %
2024/12/17 21:11:00.939, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14356 MiB, 254.76 W, 47 %
2024/12/17 21:11:01.464, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14356 MiB, 254.54 W, 47 %
2024/12/17 21:11:01.972, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14354 MiB, 257.30 W, 47 %
2024/12/17 21:11:02.482, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14364 MiB, 256.37 W, 47 %
2024/12/17 21:11:02.987, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14364 MiB, 256.34 W, 47 %
2024/12/17 21:11:03.497, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14374 MiB, 255.85 W, 47 %
2024/12/17 21:11:04.006, 2775 MHz, 10251 MHz, P2, 70 %, 27 %, 14375 MiB, 248.61 W, 47 %
2024/12/17 21:11:04.513, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14391 MiB, 248.97 W, 47 %
2024/12/17 21:11:05.053, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14390 MiB, 252.78 W, 47 %
2024/12/17 21:11:05.556, 2760 MHz, 10251 MHz, P2, 95 %, 34 %, 14389 MiB, 252.21 W, 47 %
2024/12/17 21:11:06.061, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14411 MiB, 254.46 W, 47 %
2024/12/17 21:11:06.587, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14409 MiB, 256.44 W, 47 %
2024/12/17 21:11:07.095, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14420 MiB, 253.97 W, 47 %
2024/12/17 21:11:07.600, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14414 MiB, 251.05 W, 47 %
2024/12/17 21:11:08.103, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 14410 MiB, 251.12 W, 47 %
2024/12/17 21:11:08.606, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14403 MiB, 251.11 W, 47 %
2024/12/17 21:11:09.114, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14400 MiB, 250.04 W, 47 %
2024/12/17 21:11:09.616, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14401 MiB, 252.12 W, 47 %
2024/12/17 21:11:10.119, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14400 MiB, 251.68 W, 47 %
2024/12/17 21:11:10.622, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14393 MiB, 250.58 W, 47 %
2024/12/17 21:11:11.128, 2760 MHz, 10251 MHz, P2, 91 %, 36 %, 14392 MiB, 250.51 W, 47 %
2024/12/17 21:11:11.631, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14375 MiB, 251.22 W, 47 %
2024/12/17 21:11:12.134, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14360 MiB, 251.08 W, 47 %
2024/12/17 21:11:12.638, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14363 MiB, 251.24 W, 47 %
2024/12/17 21:11:13.144, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14362 MiB, 251.64 W, 47 %
2024/12/17 21:11:13.650, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14361 MiB, 250.91 W, 47 %
2024/12/17 21:11:14.153, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14352 MiB, 253.32 W, 47 %
2024/12/17 21:11:14.655, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 14352 MiB, 251.95 W, 47 %
2024/12/17 21:11:15.159, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14372 MiB, 251.71 W, 47 %
2024/12/17 21:11:15.663, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14390 MiB, 250.29 W, 47 %
2024/12/17 21:11:16.170, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14390 MiB, 251.38 W, 47 %
2024/12/17 21:11:16.676, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14389 MiB, 251.64 W, 47 %
2024/12/17 21:11:17.179, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14379 MiB, 250.62 W, 47 %
2024/12/17 21:11:17.682, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 14379 MiB, 250.14 W, 47 %
2024/12/17 21:11:18.188, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14378 MiB, 253.10 W, 47 %
2024/12/17 21:11:18.695, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14369 MiB, 250.24 W, 47 %
2024/12/17 21:11:19.200, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 14374 MiB, 247.25 W, 47 %
2024/12/17 21:11:19.709, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14367 MiB, 248.70 W, 47 %
2024/12/17 21:11:20.216, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14364 MiB, 250.71 W, 47 %
2024/12/17 21:11:20.718, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 14363 MiB, 251.55 W, 47 %
2024/12/17 21:11:21.225, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14363 MiB, 251.83 W, 47 %
2024/12/17 21:11:21.732, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 14362 MiB, 251.51 W, 47 %
2024/12/17 21:11:22.236, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 14362 MiB, 251.80 W, 47 %
2024/12/17 21:11:22.743, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14362 MiB, 252.05 W, 47 %
2024/12/17 21:11:23.248, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 14362 MiB, 251.83 W, 47 %
2024/12/17 21:11:23.754, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 14362 MiB, 251.78 W, 47 %
2024/12/17 21:11:24.262, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 14361 MiB, 251.74 W, 47 %
2024/12/17 21:11:24.768, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 14358 MiB, 252.70 W, 47 %
2024/12/17 21:11:25.273, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14357 MiB, 252.82 W, 47 %
2024/12/17 21:11:25.784, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14357 MiB, 252.71 W, 47 %
2024/12/17 21:11:26.292, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14357 MiB, 253.72 W, 47 %
2024/12/17 21:11:26.796, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 14356 MiB, 254.21 W, 47 %
2024/12/17 21:11:27.301, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 14353 MiB, 253.29 W, 48 %
2024/12/17 21:11:27.812, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14340 MiB, 253.07 W, 47 %
2024/12/17 21:11:28.317, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14341 MiB, 252.50 W, 47 %
2024/12/17 21:11:28.823, 2760 MHz, 10251 MHz, P2, 71 %, 28 %, 14343 MiB, 243.70 W, 47 %
2024/12/17 21:11:29.332, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14339 MiB, 242.80 W, 47 %
2024/12/17 21:11:29.838, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14338 MiB, 249.48 W, 47 %
2024/12/17 21:11:30.347, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14334 MiB, 250.12 W, 47 %
2024/12/17 21:11:30.852, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 14334 MiB, 251.73 W, 47 %
2024/12/17 21:11:31.359, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 14334 MiB, 250.49 W, 47 %
2024/12/17 21:11:31.863, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14335 MiB, 250.91 W, 47 %
2024/12/17 21:11:32.368, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14336 MiB, 252.62 W, 47 %
2024/12/17 21:11:32.875, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14344 MiB, 253.93 W, 47 %
2024/12/17 21:11:33.381, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14340 MiB, 254.05 W, 47 %
2024/12/17 21:11:33.886, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 14340 MiB, 255.01 W, 47 %
2024/12/17 21:11:34.394, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14340 MiB, 254.71 W, 47 %
2024/12/17 21:11:34.899, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14340 MiB, 255.16 W, 47 %
2024/12/17 21:11:35.405, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14331 MiB, 253.46 W, 47 %
2024/12/17 21:11:35.914, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 14330 MiB, 250.67 W, 47 %
2024/12/17 21:11:36.422, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14339 MiB, 250.79 W, 47 %
2024/12/17 21:11:36.931, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14364 MiB, 252.78 W, 47 %
2024/12/17 21:11:37.438, 2700 MHz, 10251 MHz, P2, 96 %, 34 %, 14366 MiB, 257.93 W, 47 %
2024/12/17 21:11:37.949, 2760 MHz, 10251 MHz, P2, 93 %, 33 %, 14366 MiB, 259.18 W, 47 %
2024/12/17 21:11:38.458, 2730 MHz, 10251 MHz, P2, 94 %, 34 %, 14367 MiB, 258.24 W, 47 %
2024/12/17 21:11:38.967, 2760 MHz, 10251 MHz, P2, 96 %, 33 %, 14365 MiB, 258.68 W, 47 %
2024/12/17 21:11:39.471, 2745 MHz, 10251 MHz, P2, 94 %, 34 %, 14366 MiB, 260.16 W, 47 %
2024/12/17 21:11:39.975, 2760 MHz, 10251 MHz, P2, 89 %, 33 %, 14367 MiB, 255.77 W, 47 %
2024/12/17 21:11:40.481, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 14366 MiB, 253.19 W, 47 %
2024/12/17 21:11:40.984, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14370 MiB, 254.43 W, 47 %
2024/12/17 21:11:41.493, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14359 MiB, 254.43 W, 47 %
2024/12/17 21:11:41.998, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14361 MiB, 257.19 W, 48 %
2024/12/17 21:11:42.502, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14360 MiB, 254.56 W, 48 %
2024/12/17 21:11:43.011, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14394 MiB, 252.30 W, 48 %
2024/12/17 21:11:43.518, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14395 MiB, 252.23 W, 47 %
2024/12/17 21:11:44.026, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14404 MiB, 250.59 W, 47 %
2024/12/17 21:11:44.530, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14405 MiB, 252.44 W, 47 %
2024/12/17 21:11:45.036, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14414 MiB, 252.22 W, 47 %
2024/12/17 21:11:45.546, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14394 MiB, 250.43 W, 47 %
2024/12/17 21:11:46.049, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14390 MiB, 250.27 W, 48 %
2024/12/17 21:11:46.553, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 14374 MiB, 247.83 W, 47 %
2024/12/17 21:11:47.061, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14365 MiB, 249.76 W, 47 %
2024/12/17 21:11:47.566, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 14365 MiB, 252.19 W, 47 %
2024/12/17 21:11:48.071, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14364 MiB, 253.44 W, 47 %
2024/12/17 21:11:48.578, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14363 MiB, 252.67 W, 47 %
2024/12/17 21:11:49.082, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14362 MiB, 252.06 W, 47 %
2024/12/17 21:11:49.586, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14365 MiB, 252.77 W, 48 %
2024/12/17 21:11:50.092, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14365 MiB, 251.98 W, 48 %
2024/12/17 21:11:50.598, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14364 MiB, 252.28 W, 47 %
2024/12/17 21:11:51.103, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14362 MiB, 253.33 W, 47 %
2024/12/17 21:11:51.610, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14409 MiB, 251.88 W, 48 %
2024/12/17 21:11:52.116, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 14423 MiB, 251.65 W, 48 %
2024/12/17 21:11:52.633, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14367 MiB, 249.24 W, 47 %
2024/12/17 21:11:53.136, 2760 MHz, 10251 MHz, P2, 90 %, 35 %, 14366 MiB, 248.99 W, 48 %
2024/12/17 21:11:53.642, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14368 MiB, 251.65 W, 48 %
2024/12/17 21:11:54.145, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 14361 MiB, 251.93 W, 48 %
2024/12/17 21:11:54.649, 2760 MHz, 10251 MHz, P2, 99 %, 35 %, 14355 MiB, 249.33 W, 47 %
2024/12/17 21:11:55.153, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14356 MiB, 248.59 W, 48 %
2024/12/17 21:11:55.665, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 14343 MiB, 250.62 W, 48 %
2024/12/17 21:11:56.172, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14350 MiB, 252.46 W, 47 %
2024/12/17 21:11:56.680, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14363 MiB, 251.38 W, 47 %
2024/12/17 21:11:57.187, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14369 MiB, 251.93 W, 47 %
2024/12/17 21:11:57.700, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 14357 MiB, 253.68 W, 47 %
2024/12/17 21:11:58.209, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 14359 MiB, 252.45 W, 47 %
2024/12/17 21:11:58.716, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 14389 MiB, 251.96 W, 47 %
2024/12/17 21:11:59.220, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 14389 MiB, 251.24 W, 47 %
2024/12/17 21:11:59.729, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 14389 MiB, 250.28 W, 47 %
2024/12/17 21:12:00.236, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 14390 MiB, 252.40 W, 48 %
2024/12/17 21:12:00.742, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 14389 MiB, 252.47 W, 48 %
2024/12/17 21:12:01.245, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14354 MiB, 251.19 W, 48 %
2024/12/17 21:12:01.752, 2760 MHz, 10251 MHz, P2, 99 %, 39 %, 14353 MiB, 251.54 W, 48 %
2024/12/17 21:12:02.255, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 14353 MiB, 249.74 W, 47 %
2024/12/17 21:12:02.761, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14347 MiB, 248.62 W, 47 %
2024/12/17 21:12:03.264, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 14346 MiB, 250.65 W, 47 %
2024/12/17 21:12:03.768, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 14350 MiB, 250.62 W, 47 %
2024/12/17 21:12:04.276, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 14367 MiB, 251.37 W, 47 %
2024/12/17 21:12:04.782, 2760 MHz, 10251 MHz, P2, 98 %, 35 %, 14359 MiB, 253.07 W, 48 %
2024/12/17 21:12:05.286, 2760 MHz, 10251 MHz, P2, 96 %, 32 %, 14366 MiB, 253.76 W, 48 %
2024/12/17 21:12:05.796, 2745 MHz, 10251 MHz, P2, 94 %, 33 %, 14358 MiB, 252.28 W, 48 %
2024/12/17 21:12:06.301, 2760 MHz, 10251 MHz, P2, 91 %, 34 %, 14362 MiB, 249.59 W, 48 %
2024/12/17 21:12:06.809, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14363 MiB, 248.56 W, 48 %
2024/12/17 21:12:07.316, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14362 MiB, 250.48 W, 47 %
2024/12/17 21:12:07.820, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14372 MiB, 252.82 W, 47 %
2024/12/17 21:12:08.328, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 14365 MiB, 253.74 W, 48 %
2024/12/17 21:12:08.833, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14356 MiB, 254.07 W, 48 %
2024/12/17 21:12:09.341, 2760 MHz, 10251 MHz, P2, 99 %, 34 %, 14379 MiB, 255.20 W, 48 %
2024/12/17 21:12:09.851, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14390 MiB, 253.55 W, 48 %
2024/12/17 21:12:10.360, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 14408 MiB, 251.16 W, 48 %
2024/12/17 21:12:10.867, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 14400 MiB, 253.04 W, 47 %
2024/12/17 21:12:11.371, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 14400 MiB, 253.89 W, 47 %
2024/12/17 21:12:11.875, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 14400 MiB, 251.99 W, 48 %
