timestamp, clocks.current.graphics [MHz], clocks.current.memory [MHz], pstate, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], fan.speed [%]
2024/12/17 20:01:16.330, 2520 MHz, 10251 MHz, P2, 36 %, 5 %, 11224 MiB, 77.69 W, 30 %
2024/12/17 20:01:16.868, 2475 MHz, 10251 MHz, P2, 38 %, 5 %, 11224 MiB, 75.57 W, 30 %
2024/12/17 20:01:17.371, 2475 MHz, 10251 MHz, P2, 37 %, 5 %, 11224 MiB, 74.68 W, 30 %
2024/12/17 20:01:17.884, 2475 MHz, 10251 MHz, P2, 39 %, 5 %, 11224 MiB, 75.79 W, 30 %
2024/12/17 20:01:18.387, 2475 MHz, 10251 MHz, P2, 38 %, 5 %, 11224 MiB, 75.77 W, 30 %
2024/12/17 20:01:18.905, 2430 MHz, 10251 MHz, P2, 38 %, 5 %, 11224 MiB, 73.68 W, 30 %
2024/12/17 20:01:19.414, 2430 MHz, 10251 MHz, P2, 37 %, 5 %, 11224 MiB, 72.57 W, 30 %
2024/12/17 20:01:19.921, 2430 MHz, 10251 MHz, P2, 38 %, 5 %, 11224 MiB, 73.85 W, 30 %
2024/12/17 20:01:20.427, 2340 MHz, 5001 MHz, P2, 38 %, 5 %, 11224 MiB, 73.52 W, 30 %
2024/12/17 20:01:20.937, 2400 MHz, 5001 MHz, P3, 40 %, 10 %, 11224 MiB, 70.62 W, 30 %
2024/12/17 20:01:21.441, 2475 MHz, 10251 MHz, P3, 41 %, 11 %, 11224 MiB, 67.68 W, 30 %
2024/12/17 20:01:21.952, 2475 MHz, 10251 MHz, P2, 38 %, 5 %, 11224 MiB, 71.19 W, 30 %
2024/12/17 20:01:22.456, 2475 MHz, 10251 MHz, P2, 39 %, 5 %, 11224 MiB, 76.06 W, 30 %
2024/12/17 20:01:22.971, 2475 MHz, 10251 MHz, P2, 38 %, 5 %, 11224 MiB, 77.13 W, 30 %
2024/12/17 20:01:23.479, 2460 MHz, 10251 MHz, P2, 41 %, 11 %, 11224 MiB, 74.83 W, 30 %
2024/12/17 20:01:23.989, 2460 MHz, 10251 MHz, P2, 37 %, 5 %, 11227 MiB, 73.74 W, 30 %
2024/12/17 20:01:24.497, 2460 MHz, 10251 MHz, P2, 39 %, 5 %, 11227 MiB, 75.60 W, 30 %
2024/12/17 20:01:25.013, 2460 MHz, 10251 MHz, P2, 36 %, 5 %, 11227 MiB, 75.94 W, 30 %
2024/12/17 20:01:25.518, 2445 MHz, 10251 MHz, P2, 41 %, 11 %, 11227 MiB, 74.62 W, 30 %
2024/12/17 20:01:26.029, 2445 MHz, 10251 MHz, P2, 38 %, 5 %, 11225 MiB, 74.51 W, 30 %
2024/12/17 20:01:26.533, 2445 MHz, 10251 MHz, P2, 38 %, 5 %, 11225 MiB, 74.66 W, 30 %
2024/12/17 20:01:27.049, 2445 MHz, 10251 MHz, P2, 39 %, 5 %, 11225 MiB, 74.35 W, 30 %
2024/12/17 20:01:27.553, 2445 MHz, 10251 MHz, P2, 37 %, 5 %, 11225 MiB, 74.04 W, 30 %
2024/12/17 20:01:28.065, 2370 MHz, 5001 MHz, P3, 41 %, 11 %, 11225 MiB, 71.64 W, 30 %
2024/12/17 20:01:28.570, 2370 MHz, 5001 MHz, P3, 40 %, 11 %, 11225 MiB, 68.28 W, 30 %
2024/12/17 20:01:29.084, 2400 MHz, 5001 MHz, P3, 40 %, 11 %, 11225 MiB, 66.93 W, 30 %
2024/12/17 20:01:29.588, 2400 MHz, 5001 MHz, P3, 39 %, 11 %, 11227 MiB, 66.78 W, 30 %
2024/12/17 20:01:30.102, 2475 MHz, 10251 MHz, P2, 37 %, 5 %, 11227 MiB, 69.47 W, 30 %
2024/12/17 20:01:30.606, 2475 MHz, 10251 MHz, P2, 37 %, 5 %, 11224 MiB, 73.76 W, 30 %
2024/12/17 20:01:31.119, 2475 MHz, 10251 MHz, P2, 37 %, 5 %, 11224 MiB, 76.45 W, 30 %
2024/12/17 20:01:31.623, 2340 MHz, 5001 MHz, P3, 37 %, 5 %, 11224 MiB, 76.63 W, 30 %
2024/12/17 20:01:32.137, 2400 MHz, 5001 MHz, P3, 41 %, 11 %, 11224 MiB, 72.26 W, 30 %
2024/12/17 20:01:32.640, 2400 MHz, 5001 MHz, P3, 40 %, 10 %, 11224 MiB, 67.28 W, 30 %
2024/12/17 20:01:33.154, 2460 MHz, 10251 MHz, P2, 41 %, 11 %, 11223 MiB, 67.31 W, 30 %
2024/12/17 20:01:33.661, 2460 MHz, 10251 MHz, P2, 36 %, 5 %, 11223 MiB, 71.37 W, 30 %
2024/12/17 20:01:34.170, 2460 MHz, 10251 MHz, P2, 37 %, 5 %, 11220 MiB, 75.44 W, 30 %
2024/12/17 20:01:34.677, 2460 MHz, 10251 MHz, P2, 37 %, 5 %, 11220 MiB, 75.23 W, 30 %
2024/12/17 20:01:35.195, 2415 MHz, 5001 MHz, P3, 40 %, 10 %, 11220 MiB, 72.48 W, 30 %
2024/12/17 20:01:35.701, 2415 MHz, 5001 MHz, P3, 38 %, 10 %, 11223 MiB, 68.60 W, 30 %
2024/12/17 20:01:36.212, 2415 MHz, 5001 MHz, P3, 16 %, 4 %, 11162 MiB, 56.38 W, 30 %
2024/12/17 20:01:36.716, 2745 MHz, 10251 MHz, P2, 63 %, 42 %, 11203 MiB, 77.02 W, 30 %
2024/12/17 20:01:37.239, 2790 MHz, 10251 MHz, P2, 61 %, 22 %, 11477 MiB, 152.65 W, 30 %
2024/12/17 20:01:37.746, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 11472 MiB, 222.48 W, 30 %
2024/12/17 20:01:38.270, 2775 MHz, 10251 MHz, P2, 99 %, 36 %, 11474 MiB, 249.94 W, 30 %
2024/12/17 20:01:38.778, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 11483 MiB, 250.05 W, 30 %
2024/12/17 20:01:39.282, 2790 MHz, 10251 MHz, P2, 5 %, 1 %, 11200 MiB, 184.59 W, 30 %
2024/12/17 20:01:39.787, 2790 MHz, 10251 MHz, P2, 10 %, 2 %, 11198 MiB, 85.32 W, 30 %
2024/12/17 20:01:40.298, 2790 MHz, 10251 MHz, P2, 10 %, 2 %, 11198 MiB, 67.88 W, 30 %
2024/12/17 20:01:40.801, 1095 MHz, 5001 MHz, P3, 9 %, 2 %, 11198 MiB, 63.09 W, 30 %
2024/12/17 20:01:41.350, 1005 MHz, 5001 MHz, P3, 20 %, 4 %, 11198 MiB, 50.97 W, 30 %
2024/12/17 20:01:41.853, 900 MHz, 5001 MHz, P3, 22 %, 4 %, 11198 MiB, 40.73 W, 30 %
2024/12/17 20:01:42.356, 840 MHz, 5001 MHz, P3, 24 %, 4 %, 11198 MiB, 40.50 W, 30 %
2024/12/17 20:01:42.862, 765 MHz, 5001 MHz, P3, 25 %, 4 %, 11198 MiB, 40.28 W, 30 %
2024/12/17 20:01:43.364, 720 MHz, 5001 MHz, P3, 27 %, 4 %, 11198 MiB, 39.93 W, 30 %
2024/12/17 20:01:43.868, 660 MHz, 5001 MHz, P3, 29 %, 4 %, 11198 MiB, 39.79 W, 30 %
2024/12/17 20:01:44.372, 645 MHz, 5001 MHz, P3, 30 %, 4 %, 11197 MiB, 39.67 W, 30 %
2024/12/17 20:01:44.878, 600 MHz, 5001 MHz, P3, 30 %, 4 %, 11197 MiB, 39.58 W, 30 %
2024/12/17 20:01:45.381, 585 MHz, 5001 MHz, P3, 32 %, 4 %, 11197 MiB, 39.51 W, 30 %
2024/12/17 20:01:45.885, 570 MHz, 810 MHz, P5, 31 %, 4 %, 11199 MiB, 37.67 W, 30 %
2024/12/17 20:01:46.397, 570 MHz, 810 MHz, P5, 40 %, 25 %, 11199 MiB, 34.51 W, 30 %
2024/12/17 20:01:46.900, 585 MHz, 810 MHz, P5, 39 %, 24 %, 11199 MiB, 32.81 W, 30 %
2024/12/17 20:01:47.410, 630 MHz, 810 MHz, P5, 40 %, 25 %, 11199 MiB, 32.95 W, 30 %
2024/12/17 20:01:47.914, 645 MHz, 810 MHz, P5, 40 %, 25 %, 11199 MiB, 33.01 W, 30 %
2024/12/17 20:01:48.421, 660 MHz, 810 MHz, P5, 36 %, 24 %, 11199 MiB, 32.95 W, 30 %
2024/12/17 20:01:48.932, 660 MHz, 810 MHz, P5, 38 %, 24 %, 11199 MiB, 32.90 W, 30 %
2024/12/17 20:01:49.438, 690 MHz, 810 MHz, P5, 42 %, 27 %, 11199 MiB, 33.10 W, 30 %
2024/12/17 20:01:49.944, 2625 MHz, 10251 MHz, P2, 57 %, 41 %, 11198 MiB, 51.63 W, 30 %
2024/12/17 20:01:50.451, 2790 MHz, 10251 MHz, P2, 48 %, 17 %, 11489 MiB, 121.30 W, 30 %
2024/12/17 20:01:50.958, 2790 MHz, 10251 MHz, P2, 99 %, 38 %, 11553 MiB, 213.28 W, 30 %
2024/12/17 20:01:51.468, 2790 MHz, 10251 MHz, P2, 17 %, 3 %, 11246 MiB, 184.84 W, 30 %
2024/12/17 20:01:51.979, 2790 MHz, 10251 MHz, P2, 35 %, 5 %, 11245 MiB, 119.52 W, 30 %
2024/12/17 20:01:52.483, 2790 MHz, 10251 MHz, P2, 34 %, 5 %, 11246 MiB, 103.51 W, 30 %
2024/12/17 20:01:52.994, 2445 MHz, 10251 MHz, P2, 33 %, 5 %, 11246 MiB, 98.29 W, 30 %
2024/12/17 20:01:53.501, 2385 MHz, 5001 MHz, P3, 37 %, 10 %, 11252 MiB, 82.09 W, 30 %
2024/12/17 20:01:54.005, 2430 MHz, 10251 MHz, P2, 40 %, 11 %, 11252 MiB, 68.15 W, 30 %
2024/12/17 20:01:54.514, 2430 MHz, 10251 MHz, P2, 37 %, 5 %, 11252 MiB, 69.90 W, 30 %
2024/12/17 20:01:55.020, 2430 MHz, 10251 MHz, P2, 38 %, 5 %, 11249 MiB, 72.40 W, 30 %
2024/12/17 20:01:55.529, 2430 MHz, 10251 MHz, P2, 38 %, 5 %, 11250 MiB, 73.47 W, 30 %
2024/12/17 20:01:56.036, 2175 MHz, 5001 MHz, P3, 15 %, 4 %, 11192 MiB, 66.69 W, 30 %
2024/12/17 20:01:56.542, 1950 MHz, 5001 MHz, P3, 16 %, 4 %, 11196 MiB, 54.45 W, 30 %
2024/12/17 20:01:57.051, 2790 MHz, 10251 MHz, P2, 57 %, 22 %, 11467 MiB, 84.74 W, 30 %
2024/12/17 20:01:57.589, 2790 MHz, 10251 MHz, P2, 99 %, 38 %, 11190 MiB, 164.39 W, 30 %
2024/12/17 20:01:58.093, 2790 MHz, 10251 MHz, P2, 10 %, 2 %, 11186 MiB, 135.29 W, 30 %
2024/12/17 20:01:58.596, 2790 MHz, 10251 MHz, P2, 10 %, 2 %, 11183 MiB, 66.59 W, 30 %
2024/12/17 20:01:59.099, 2790 MHz, 10251 MHz, P2, 11 %, 2 %, 11183 MiB, 67.45 W, 30 %
2024/12/17 20:01:59.602, 1065 MHz, 5001 MHz, P3, 19 %, 4 %, 11183 MiB, 57.95 W, 30 %
2024/12/17 20:02:00.111, 975 MHz, 5001 MHz, P3, 20 %, 4 %, 11183 MiB, 45.46 W, 30 %
2024/12/17 20:02:00.614, 870 MHz, 5001 MHz, P3, 23 %, 4 %, 11183 MiB, 40.18 W, 30 %
2024/12/17 20:02:01.116, 810 MHz, 5001 MHz, P3, 25 %, 4 %, 11183 MiB, 40.09 W, 30 %
2024/12/17 20:02:01.619, 750 MHz, 5001 MHz, P3, 27 %, 4 %, 11183 MiB, 39.90 W, 30 %
2024/12/17 20:02:02.127, 705 MHz, 5001 MHz, P3, 29 %, 4 %, 11183 MiB, 39.83 W, 30 %
2024/12/17 20:02:02.631, 675 MHz, 5001 MHz, P3, 28 %, 4 %, 11183 MiB, 39.72 W, 30 %
2024/12/17 20:02:03.134, 645 MHz, 5001 MHz, P3, 33 %, 4 %, 11183 MiB, 39.71 W, 30 %
2024/12/17 20:02:03.639, 630 MHz, 5001 MHz, P3, 33 %, 4 %, 11183 MiB, 39.69 W, 30 %
2024/12/17 20:02:04.145, 615 MHz, 5001 MHz, P3, 35 %, 4 %, 11184 MiB, 39.69 W, 30 %
2024/12/17 20:02:04.649, 2625 MHz, 10251 MHz, P5, 53 %, 45 %, 11183 MiB, 45.41 W, 30 %
2024/12/17 20:02:05.155, 2790 MHz, 10251 MHz, P2, 43 %, 16 %, 11178 MiB, 84.21 W, 30 %
2024/12/17 20:02:05.661, 2790 MHz, 10251 MHz, P2, 4 %, 1 %, 11398 MiB, 103.45 W, 30 %
2024/12/17 20:02:06.197, 2790 MHz, 10251 MHz, P2, 99 %, 36 %, 11474 MiB, 147.00 W, 30 %
2024/12/17 20:02:06.700, 2790 MHz, 10251 MHz, P2, 99 %, 39 %, 11493 MiB, 216.18 W, 30 %
2024/12/17 20:02:07.204, 2775 MHz, 10251 MHz, P2, 99 %, 40 %, 11486 MiB, 245.34 W, 30 %
2024/12/17 20:02:07.737, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 11495 MiB, 247.12 W, 30 %
2024/12/17 20:02:08.242, 2775 MHz, 10251 MHz, P2, 98 %, 39 %, 11495 MiB, 249.23 W, 30 %
2024/12/17 20:02:08.745, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 11495 MiB, 251.51 W, 30 %
2024/12/17 20:02:09.248, 2775 MHz, 10251 MHz, P2, 95 %, 38 %, 11497 MiB, 250.84 W, 30 %
2024/12/17 20:02:09.751, 2775 MHz, 10251 MHz, P2, 97 %, 40 %, 11497 MiB, 249.97 W, 30 %
2024/12/17 20:02:10.254, 2775 MHz, 10251 MHz, P2, 97 %, 40 %, 11495 MiB, 249.25 W, 30 %
2024/12/17 20:02:10.756, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 11495 MiB, 249.55 W, 30 %
2024/12/17 20:02:11.262, 2775 MHz, 10251 MHz, P2, 98 %, 40 %, 11495 MiB, 249.46 W, 30 %
2024/12/17 20:02:11.765, 2775 MHz, 10251 MHz, P2, 98 %, 39 %, 11495 MiB, 250.18 W, 30 %
2024/12/17 20:02:12.270, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 11495 MiB, 250.81 W, 30 %
2024/12/17 20:02:12.783, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 11495 MiB, 250.38 W, 31 %
2024/12/17 20:02:13.286, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 11495 MiB, 249.46 W, 31 %
2024/12/17 20:02:13.788, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 11496 MiB, 249.27 W, 31 %
2024/12/17 20:02:14.293, 2775 MHz, 10251 MHz, P2, 95 %, 38 %, 11496 MiB, 250.11 W, 32 %
2024/12/17 20:02:14.797, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 11488 MiB, 250.10 W, 32 %
2024/12/17 20:02:15.301, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 11505 MiB, 247.76 W, 32 %
2024/12/17 20:02:15.805, 2775 MHz, 10251 MHz, P2, 98 %, 38 %, 11513 MiB, 246.20 W, 32 %
2024/12/17 20:02:16.314, 2775 MHz, 10251 MHz, P2, 92 %, 35 %, 11489 MiB, 248.06 W, 33 %
2024/12/17 20:02:16.818, 2775 MHz, 10251 MHz, P2, 97 %, 36 %, 11492 MiB, 248.55 W, 33 %
2024/12/17 20:02:17.327, 2775 MHz, 10251 MHz, P2, 93 %, 36 %, 11492 MiB, 246.82 W, 33 %
2024/12/17 20:02:17.830, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 11492 MiB, 244.86 W, 33 %
2024/12/17 20:02:18.346, 2775 MHz, 10251 MHz, P2, 77 %, 29 %, 11504 MiB, 238.09 W, 33 %
2024/12/17 20:02:18.853, 2775 MHz, 10251 MHz, P2, 94 %, 36 %, 11504 MiB, 239.10 W, 33 %
2024/12/17 20:02:19.360, 2775 MHz, 10251 MHz, P2, 98 %, 39 %, 11506 MiB, 245.67 W, 34 %
2024/12/17 20:02:19.867, 2775 MHz, 10251 MHz, P2, 99 %, 36 %, 11505 MiB, 249.65 W, 34 %
2024/12/17 20:02:20.372, 2775 MHz, 10251 MHz, P2, 97 %, 32 %, 11504 MiB, 247.86 W, 34 %
2024/12/17 20:02:20.879, 2775 MHz, 10251 MHz, P2, 88 %, 35 %, 11504 MiB, 242.77 W, 34 %
2024/12/17 20:02:21.386, 2775 MHz, 10251 MHz, P2, 98 %, 37 %, 11503 MiB, 245.84 W, 34 %
2024/12/17 20:02:21.891, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 11503 MiB, 250.95 W, 35 %
2024/12/17 20:02:22.397, 2775 MHz, 10251 MHz, P2, 94 %, 36 %, 11506 MiB, 250.22 W, 35 %
2024/12/17 20:02:22.900, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 11505 MiB, 249.68 W, 35 %
2024/12/17 20:02:23.404, 2775 MHz, 10251 MHz, P2, 98 %, 38 %, 11506 MiB, 249.76 W, 35 %
2024/12/17 20:02:23.914, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 11505 MiB, 250.50 W, 35 %
2024/12/17 20:02:24.420, 2775 MHz, 10251 MHz, P2, 92 %, 36 %, 11505 MiB, 249.54 W, 36 %
2024/12/17 20:02:24.926, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 11505 MiB, 247.94 W, 36 %
2024/12/17 20:02:25.431, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 11504 MiB, 249.87 W, 36 %
2024/12/17 20:02:25.937, 2775 MHz, 10251 MHz, P2, 94 %, 36 %, 11503 MiB, 250.26 W, 36 %
2024/12/17 20:02:26.445, 2775 MHz, 10251 MHz, P2, 96 %, 37 %, 11498 MiB, 248.57 W, 36 %
2024/12/17 20:02:26.951, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 11497 MiB, 247.68 W, 37 %
2024/12/17 20:02:27.460, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 11496 MiB, 247.19 W, 37 %
2024/12/17 20:02:27.964, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 11496 MiB, 247.05 W, 37 %
2024/12/17 20:02:28.470, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 11495 MiB, 246.71 W, 37 %
2024/12/17 20:02:28.978, 2775 MHz, 10251 MHz, P2, 99 %, 34 %, 11502 MiB, 247.63 W, 37 %
2024/12/17 20:02:29.485, 2790 MHz, 10251 MHz, P2, 27 %, 10 %, 11218 MiB, 174.97 W, 37 %
2024/12/17 20:02:29.990, 2790 MHz, 10251 MHz, P2, 15 %, 2 %, 11213 MiB, 93.50 W, 37 %
2024/12/17 20:02:30.496, 2790 MHz, 10251 MHz, P2, 15 %, 2 %, 11213 MiB, 71.26 W, 38 %
2024/12/17 20:02:31.002, 1350 MHz, 5001 MHz, P3, 15 %, 2 %, 11212 MiB, 66.77 W, 38 %
2024/12/17 20:02:31.511, 1260 MHz, 5001 MHz, P3, 25 %, 5 %, 11212 MiB, 54.03 W, 38 %
2024/12/17 20:02:32.017, 1140 MHz, 5001 MHz, P3, 26 %, 4 %, 11212 MiB, 43.72 W, 38 %
2024/12/17 20:02:32.526, 1080 MHz, 5001 MHz, P3, 28 %, 5 %, 11211 MiB, 43.35 W, 38 %
2024/12/17 20:02:33.033, 1005 MHz, 5001 MHz, P3, 28 %, 4 %, 11211 MiB, 43.13 W, 37 %
2024/12/17 20:02:33.542, 960 MHz, 5001 MHz, P3, 31 %, 5 %, 11211 MiB, 42.87 W, 37 %
2024/12/17 20:02:34.048, 915 MHz, 5001 MHz, P3, 31 %, 5 %, 11210 MiB, 42.65 W, 37 %
2024/12/17 20:02:34.554, 870 MHz, 5001 MHz, P3, 31 %, 4 %, 11208 MiB, 42.61 W, 36 %
2024/12/17 20:02:35.063, 840 MHz, 5001 MHz, P3, 33 %, 5 %, 11208 MiB, 42.61 W, 36 %
2024/12/17 20:02:35.578, 750 MHz, 5001 MHz, P3, 15 %, 3 %, 11079 MiB, 41.21 W, 35 %
2024/12/17 20:02:36.084, 705 MHz, 810 MHz, P5, 21 %, 3 %, 11096 MiB, 39.35 W, 35 %
2024/12/17 20:02:36.594, 675 MHz, 810 MHz, P5, 33 %, 20 %, 11094 MiB, 36.21 W, 34 %
2024/12/17 20:02:37.100, 660 MHz, 810 MHz, P5, 34 %, 20 %, 11088 MiB, 33.18 W, 33 %
2024/12/17 20:02:37.610, 645 MHz, 810 MHz, P5, 37 %, 21 %, 11086 MiB, 33.14 W, 33 %
2024/12/17 20:02:38.115, 630 MHz, 810 MHz, P5, 37 %, 21 %, 11084 MiB, 33.17 W, 32 %
2024/12/17 20:02:38.625, 630 MHz, 810 MHz, P5, 39 %, 22 %, 11084 MiB, 33.26 W, 32 %
2024/12/17 20:02:39.132, 630 MHz, 810 MHz, P5, 38 %, 21 %, 11085 MiB, 33.35 W, 31 %
2024/12/17 20:02:39.641, 630 MHz, 810 MHz, P5, 38 %, 21 %, 11085 MiB, 33.37 W, 31 %
2024/12/17 20:02:40.149, 645 MHz, 810 MHz, P5, 39 %, 21 %, 11081 MiB, 32.91 W, 30 %
2024/12/17 20:02:40.659, 660 MHz, 810 MHz, P5, 39 %, 22 %, 11081 MiB, 32.47 W, 30 %
2024/12/17 20:02:41.164, 660 MHz, 810 MHz, P5, 39 %, 21 %, 11081 MiB, 32.29 W, 30 %
2024/12/17 20:02:41.669, 720 MHz, 810 MHz, P5, 43 %, 26 %, 11166 MiB, 33.09 W, 30 %
2024/12/17 20:02:42.181, 2790 MHz, 10251 MHz, P2, 96 %, 29 %, 11463 MiB, 75.90 W, 30 %
2024/12/17 20:02:42.727, 2775 MHz, 10251 MHz, P2, 99 %, 37 %, 11398 MiB, 173.61 W, 30 %
2024/12/17 20:02:43.233, 2775 MHz, 10251 MHz, P2, 99 %, 37 %, 11402 MiB, 232.22 W, 30 %
2024/12/17 20:02:43.741, 2775 MHz, 10251 MHz, P2, 99 %, 39 %, 11400 MiB, 249.54 W, 30 %
2024/12/17 20:02:44.245, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 11401 MiB, 250.43 W, 30 %
2024/12/17 20:02:44.752, 2775 MHz, 10251 MHz, P2, 98 %, 39 %, 11401 MiB, 250.74 W, 30 %
2024/12/17 20:02:45.256, 2775 MHz, 10251 MHz, P2, 96 %, 37 %, 11401 MiB, 252.18 W, 30 %
2024/12/17 20:02:45.765, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 11400 MiB, 253.02 W, 30 %
2024/12/17 20:02:46.269, 2775 MHz, 10251 MHz, P2, 96 %, 36 %, 11399 MiB, 251.61 W, 31 %
2024/12/17 20:02:46.776, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 11398 MiB, 251.04 W, 31 %
2024/12/17 20:02:47.281, 2775 MHz, 10251 MHz, P2, 99 %, 35 %, 11399 MiB, 254.55 W, 32 %
2024/12/17 20:02:47.790, 2775 MHz, 10251 MHz, P2, 95 %, 35 %, 11397 MiB, 255.40 W, 33 %
2024/12/17 20:02:48.294, 2775 MHz, 10251 MHz, P2, 99 %, 37 %, 11400 MiB, 253.16 W, 34 %
2024/12/17 20:02:48.799, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 11399 MiB, 253.12 W, 34 %
2024/12/17 20:02:49.308, 2775 MHz, 10251 MHz, P2, 97 %, 36 %, 11396 MiB, 254.33 W, 35 %
2024/12/17 20:02:49.812, 2775 MHz, 10251 MHz, P2, 97 %, 36 %, 11396 MiB, 255.93 W, 35 %
2024/12/17 20:02:50.319, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 11398 MiB, 254.04 W, 36 %
2024/12/17 20:02:50.826, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 11398 MiB, 250.58 W, 36 %
2024/12/17 20:02:51.334, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 11399 MiB, 249.15 W, 36 %
2024/12/17 20:02:51.843, 2775 MHz, 10251 MHz, P2, 94 %, 37 %, 11399 MiB, 249.12 W, 37 %
2024/12/17 20:02:52.348, 2775 MHz, 10251 MHz, P2, 98 %, 38 %, 11411 MiB, 250.08 W, 37 %
2024/12/17 20:02:52.852, 2775 MHz, 10251 MHz, P2, 99 %, 37 %, 11442 MiB, 249.30 W, 37 %
2024/12/17 20:02:53.355, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 11514 MiB, 249.14 W, 37 %
2024/12/17 20:02:53.858, 2775 MHz, 10251 MHz, P2, 98 %, 39 %, 11511 MiB, 252.25 W, 38 %
2024/12/17 20:02:54.361, 2775 MHz, 10251 MHz, P2, 70 %, 27 %, 11557 MiB, 244.29 W, 38 %
2024/12/17 20:02:54.865, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 11602 MiB, 240.48 W, 38 %
2024/12/17 20:02:55.369, 2775 MHz, 10251 MHz, P2, 99 %, 36 %, 11605 MiB, 250.37 W, 38 %
2024/12/17 20:02:55.873, 2775 MHz, 10251 MHz, P2, 91 %, 36 %, 11810 MiB, 248.58 W, 38 %
2024/12/17 20:02:56.376, 2775 MHz, 10251 MHz, P2, 96 %, 37 %, 11851 MiB, 244.90 W, 38 %
2024/12/17 20:02:56.879, 2775 MHz, 10251 MHz, P2, 98 %, 38 %, 11849 MiB, 247.62 W, 38 %
2024/12/17 20:02:57.381, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 11902 MiB, 248.21 W, 39 %
2024/12/17 20:02:57.885, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 11879 MiB, 249.74 W, 39 %
2024/12/17 20:02:58.391, 2775 MHz, 10251 MHz, P2, 95 %, 39 %, 11880 MiB, 249.84 W, 39 %
2024/12/17 20:02:58.894, 2775 MHz, 10251 MHz, P2, 85 %, 34 %, 11879 MiB, 248.15 W, 39 %
2024/12/17 20:02:59.398, 2775 MHz, 10251 MHz, P2, 93 %, 37 %, 11868 MiB, 249.42 W, 39 %
2024/12/17 20:02:59.944, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 11868 MiB, 252.15 W, 39 %
2024/12/17 20:03:00.447, 2775 MHz, 10251 MHz, P2, 93 %, 38 %, 11865 MiB, 251.43 W, 39 %
2024/12/17 20:03:00.950, 2775 MHz, 10251 MHz, P2, 98 %, 40 %, 11865 MiB, 250.77 W, 39 %
2024/12/17 20:03:01.458, 2775 MHz, 10251 MHz, P2, 98 %, 40 %, 11865 MiB, 251.76 W, 39 %
2024/12/17 20:03:01.968, 2775 MHz, 10251 MHz, P2, 99 %, 41 %, 11860 MiB, 251.71 W, 39 %
2024/12/17 20:03:02.475, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 11869 MiB, 252.66 W, 39 %
2024/12/17 20:03:02.978, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 11876 MiB, 253.74 W, 39 %
2024/12/17 20:03:03.484, 2775 MHz, 10251 MHz, P2, 99 %, 40 %, 11953 MiB, 251.64 W, 39 %
2024/12/17 20:03:03.990, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 11957 MiB, 251.38 W, 39 %
2024/12/17 20:03:04.493, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 11966 MiB, 253.24 W, 39 %
2024/12/17 20:03:04.996, 2775 MHz, 10251 MHz, P2, 98 %, 39 %, 11987 MiB, 254.20 W, 39 %
2024/12/17 20:03:05.498, 2775 MHz, 10251 MHz, P2, 98 %, 40 %, 11992 MiB, 253.21 W, 39 %
2024/12/17 20:03:06.002, 2775 MHz, 10251 MHz, P2, 95 %, 38 %, 12002 MiB, 253.78 W, 39 %
2024/12/17 20:03:06.505, 2775 MHz, 10251 MHz, P2, 93 %, 37 %, 11992 MiB, 253.05 W, 39 %
